authority,version,code,name,baseCRS,method,parameter1Name,parameter1Value,parameter2Name,parameter2Value,parameter3Name,parameter3Value,parameter4Name,parameter4Value,parameter5Name,parameter5Value,parameter6Name,parameter6Value
IAU,2005,1011.0,"Sun (2015) / Ocentric / Equirectangular, clon=0",IAU:2015:1001.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,0,latitude_Of_Origin,0.0,,,,
IAU,2005,1013.0,"Sun (2015) / Ocentric / Equirectangular, clon=180",IAU:2015:1001.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,1015.0,"Sun (2015) / Ocentric / Sinusoidal, clon=0",IAU:2015:1001.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,1017.0,"Sun (2015) / Ocentric / Sinusoidal, clon=180",IAU:2015:1001.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,1019.0,"Sun (2015) / Ocentric / North Polar, clon=0",IAU:2015:1001.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,90.0,,
IAU,2005,1021.0,"Sun (2015) / Ocentric / North Polar, clon=0",IAU:2015:1001.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,-90.0,,
IAU,2005,1023.0,"Sun (2015) / Ocentric / Mollweide, clon=0",IAU:2015:1001.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,1025.0,"Sun (2015) / Ocentric / Mollweide, clon=180",IAU:2015:1001.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,180,,,,,,
IAU,2005,1027.0,"Sun (2015) / Ocentric / Robinson, clon=0",IAU:2015:1001.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,1029.0,"Sun (2015) / Ocentric / Robinson, clon=180",IAU:2015:1001.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,1061.0,Sun (2015) / Ocentric / Auto Sinusoidal,IAU:2015:1001.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,1063.0,Sun (2015) / Ocentric / Auto Stereographic,IAU:2015:1001.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,0.0,,
IAU,2005,1065.0,Sun (2015) / Ocentric / Auto Transverse Mercator,IAU:2015:1001.0,Transverse_Mercator,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,0.9996,Latitude_Of_Origin,0.0,,
IAU,2005,1067.0,Sun (2015) / Ocentric / Auto Orthographic,IAU:2015:1001.0,Orthographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Latitude_Of_Origin,90.0,,,,
IAU,2005,1069.0,Sun (2015) / Ocentric / Auto Equidistant_Cylindrical,IAU:2015:1001.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,1071.0,Sun (2015) / Ocentric / Auto Lambert_Conformal_Conic,IAU:2015:1001.0,Lambert_Conformal_Conic_2SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Standard_Parallel_1,-20.0,Standard_Parallel_2,20.0,latitude_Of_Origin,0.0
IAU,2005,1073.0,Sun (2015) / Ocentric / Auto Lambert_Azimuthal_Equal_Area,IAU:2015:1001.0,Lambert_Azimuthal_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Latitude_Of_Center,90.0,,,,
IAU,2005,1075.0,Sun (2015) / Ocentric / Auto Mercator,IAU:2015:1001.0,Mercator_1SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,,,,
IAU,2005,1077.0,Sun (2015) / Ocentric / Auto Albers,IAU:2015:1001.0,Albers_Conic_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Standard_Parallel_1,60.0,Standard_Parallel_2,20.0,Latitude_Of_Center,40.0
IAU,2005,1081.0,Sun (2015) / Ocentric / Auto Mollweide,IAU:2015:1001.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,1083.0,Sun (2015) / Ocentric / Auto Robinson,IAU:2015:1001.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19910.0,"Mercury (2015) / Ographic / Equirectangular, clon=0",IAU:2015:19900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,0,latitude_Of_Origin,0.0,,,,
IAU,2005,19912.0,"Mercury (2015) / Ographic / Equirectangular, clon=180",IAU:2015:19900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,19914.0,"Mercury (2015) / Ographic / Sinusoidal, clon=0",IAU:2015:19900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19916.0,"Mercury (2015) / Ographic / Sinusoidal, clon=180",IAU:2015:19900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,19918.0,"Mercury (2015) / Ographic / North Polar, clon=0",IAU:2015:19900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,90.0,,
IAU,2005,19920.0,"Mercury (2015) / Ographic / North Polar, clon=0",IAU:2015:19900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,-90.0,,
IAU,2005,19922.0,"Mercury (2015) / Ographic / Mollweide, clon=0",IAU:2015:19900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,19924.0,"Mercury (2015) / Ographic / Mollweide, clon=180",IAU:2015:19900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,180,,,,,,
IAU,2005,19926.0,"Mercury (2015) / Ographic / Robinson, clon=0",IAU:2015:19900.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19928.0,"Mercury (2015) / Ographic / Robinson, clon=180",IAU:2015:19900.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,19960.0,Mercury (2015) / Ographic / Auto Sinusoidal,IAU:2015:19900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19962.0,Mercury (2015) / Ographic / Auto Stereographic,IAU:2015:19900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,0.0,,
IAU,2005,19964.0,Mercury (2015) / Ographic / Auto Transverse Mercator,IAU:2015:19900.0,Transverse_Mercator,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,0.9996,Latitude_Of_Origin,0.0,,
IAU,2005,19966.0,Mercury (2015) / Ographic / Auto Orthographic,IAU:2015:19900.0,Orthographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Latitude_Of_Origin,90.0,,,,
IAU,2005,19968.0,Mercury (2015) / Ographic / Auto Equidistant_Cylindrical,IAU:2015:19900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,19970.0,Mercury (2015) / Ographic / Auto Lambert_Conformal_Conic,IAU:2015:19900.0,Lambert_Conformal_Conic_2SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Standard_Parallel_1,-20.0,Standard_Parallel_2,20.0,latitude_Of_Origin,0.0
IAU,2005,19972.0,Mercury (2015) / Ographic / Auto Lambert_Azimuthal_Equal_Area,IAU:2015:19900.0,Lambert_Azimuthal_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Latitude_Of_Center,90.0,,,,
IAU,2005,19974.0,Mercury (2015) / Ographic / Auto Mercator,IAU:2015:19900.0,Mercator_1SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,,,,
IAU,2005,19976.0,Mercury (2015) / Ographic / Auto Albers,IAU:2015:19900.0,Albers_Conic_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Standard_Parallel_1,60.0,Standard_Parallel_2,20.0,Latitude_Of_Center,40.0
IAU,2005,19980.0,Mercury (2015) / Ographic / Auto Mollweide,IAU:2015:19900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,19982.0,Mercury (2015) / Ographic / Auto Robinson,IAU:2015:19900.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19911.0,"Mercury (2015) / Ocentric / Equirectangular, clon=0",IAU:2015:19901.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,0,latitude_Of_Origin,0.0,,,,
IAU,2005,19913.0,"Mercury (2015) / Ocentric / Equirectangular, clon=180",IAU:2015:19901.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,19915.0,"Mercury (2015) / Ocentric / Sinusoidal, clon=0",IAU:2015:19901.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19917.0,"Mercury (2015) / Ocentric / Sinusoidal, clon=180",IAU:2015:19901.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,19919.0,"Mercury (2015) / Ocentric / North Polar, clon=0",IAU:2015:19901.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,90.0,,
IAU,2005,19921.0,"Mercury (2015) / Ocentric / North Polar, clon=0",IAU:2015:19901.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,-90.0,,
IAU,2005,19923.0,"Mercury (2015) / Ocentric / Mollweide, clon=0",IAU:2015:19901.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,19925.0,"Mercury (2015) / Ocentric / Mollweide, clon=180",IAU:2015:19901.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,180,,,,,,
IAU,2005,19927.0,"Mercury (2015) / Ocentric / Robinson, clon=0",IAU:2015:19901.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19929.0,"Mercury (2015) / Ocentric / Robinson, clon=180",IAU:2015:19901.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,19961.0,Mercury (2015) / Ocentric / Auto Sinusoidal,IAU:2015:19901.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,19963.0,Mercury (2015) / Ocentric / Auto Stereographic,IAU:2015:19901.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,0.0,,
IAU,2005,19965.0,Mercury (2015) / Ocentric / Auto Transverse Mercator,IAU:2015:19901.0,Transverse_Mercator,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,0.9996,Latitude_Of_Origin,0.0,,
IAU,2005,19967.0,Mercury (2015) / Ocentric / Auto Orthographic,IAU:2015:19901.0,Orthographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Latitude_Of_Origin,90.0,,,,
IAU,2005,19969.0,Mercury (2015) / Ocentric / Auto Equidistant_Cylindrical,IAU:2015:19901.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,19971.0,Mercury (2015) / Ocentric / Auto Lambert_Conformal_Conic,IAU:2015:19901.0,Lambert_Conformal_Conic_2SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Standard_Parallel_1,-20.0,Standard_Parallel_2,20.0,latitude_Of_Origin,0.0
IAU,2005,19973.0,Mercury (2015) / Ocentric / Auto Lambert_Azimuthal_Equal_Area,IAU:2015:19901.0,Lambert_Azimuthal_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Latitude_Of_Center,90.0,,,,
IAU,2005,19975.0,Mercury (2015) / Ocentric / Auto Mercator,IAU:2015:19901.0,Mercator_1SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,,,,
IAU,2005,19977.0,Mercury (2015) / Ocentric / Auto Albers,IAU:2015:19901.0,Albers_Conic_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Standard_Parallel_1,60.0,Standard_Parallel_2,20.0,Latitude_Of_Center,40.0
IAU,2005,19981.0,Mercury (2015) / Ocentric / Auto Mollweide,IAU:2015:19901.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,19983.0,Mercury (2015) / Ocentric / Auto Robinson,IAU:2015:19901.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29910.0,"Venus (2015) / Ographic / Equirectangular, clon=0",IAU:2015:29900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,0,latitude_Of_Origin,0.0,,,,
IAU,2005,29912.0,"Venus (2015) / Ographic / Equirectangular, clon=180",IAU:2015:29900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,29914.0,"Venus (2015) / Ographic / Sinusoidal, clon=0",IAU:2015:29900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29916.0,"Venus (2015) / Ographic / Sinusoidal, clon=180",IAU:2015:29900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,29918.0,"Venus (2015) / Ographic / North Polar, clon=0",IAU:2015:29900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,90.0,,
IAU,2005,29920.0,"Venus (2015) / Ographic / North Polar, clon=0",IAU:2015:29900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,-90.0,,
IAU,2005,29922.0,"Venus (2015) / Ographic / Mollweide, clon=0",IAU:2015:29900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,29924.0,"Venus (2015) / Ographic / Mollweide, clon=180",IAU:2015:29900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,180,,,,,,
IAU,2005,29926.0,"Venus (2015) / Ographic / Robinson, clon=0",IAU:2015:29900.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29928.0,"Venus (2015) / Ographic / Robinson, clon=180",IAU:2015:29900.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,29960.0,Venus (2015) / Ographic / Auto Sinusoidal,IAU:2015:29900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29962.0,Venus (2015) / Ographic / Auto Stereographic,IAU:2015:29900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,0.0,,
IAU,2005,29964.0,Venus (2015) / Ographic / Auto Transverse Mercator,IAU:2015:29900.0,Transverse_Mercator,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,0.9996,Latitude_Of_Origin,0.0,,
IAU,2005,29966.0,Venus (2015) / Ographic / Auto Orthographic,IAU:2015:29900.0,Orthographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Latitude_Of_Origin,90.0,,,,
IAU,2005,29968.0,Venus (2015) / Ographic / Auto Equidistant_Cylindrical,IAU:2015:29900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,29970.0,Venus (2015) / Ographic / Auto Lambert_Conformal_Conic,IAU:2015:29900.0,Lambert_Conformal_Conic_2SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Standard_Parallel_1,-20.0,Standard_Parallel_2,20.0,latitude_Of_Origin,0.0
IAU,2005,29972.0,Venus (2015) / Ographic / Auto Lambert_Azimuthal_Equal_Area,IAU:2015:29900.0,Lambert_Azimuthal_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Latitude_Of_Center,90.0,,,,
IAU,2005,29974.0,Venus (2015) / Ographic / Auto Mercator,IAU:2015:29900.0,Mercator_1SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,,,,
IAU,2005,29976.0,Venus (2015) / Ographic / Auto Albers,IAU:2015:29900.0,Albers_Conic_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Standard_Parallel_1,60.0,Standard_Parallel_2,20.0,Latitude_Of_Center,40.0
IAU,2005,29980.0,Venus (2015) / Ographic / Auto Mollweide,IAU:2015:29900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,29982.0,Venus (2015) / Ographic / Auto Robinson,IAU:2015:29900.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29911.0,"Venus (2015) / Ocentric / Equirectangular, clon=0",IAU:2015:29901.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,0,latitude_Of_Origin,0.0,,,,
IAU,2005,29913.0,"Venus (2015) / Ocentric / Equirectangular, clon=180",IAU:2015:29901.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,29915.0,"Venus (2015) / Ocentric / Sinusoidal, clon=0",IAU:2015:29901.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29917.0,"Venus (2015) / Ocentric / Sinusoidal, clon=180",IAU:2015:29901.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,29919.0,"Venus (2015) / Ocentric / North Polar, clon=0",IAU:2015:29901.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,90.0,,
IAU,2005,29921.0,"Venus (2015) / Ocentric / North Polar, clon=0",IAU:2015:29901.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,-90.0,,
IAU,2005,29923.0,"Venus (2015) / Ocentric / Mollweide, clon=0",IAU:2015:29901.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,29925.0,"Venus (2015) / Ocentric / Mollweide, clon=180",IAU:2015:29901.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,180,,,,,,
IAU,2005,29927.0,"Venus (2015) / Ocentric / Robinson, clon=0",IAU:2015:29901.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29929.0,"Venus (2015) / Ocentric / Robinson, clon=180",IAU:2015:29901.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,29961.0,Venus (2015) / Ocentric / Auto Sinusoidal,IAU:2015:29901.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,29963.0,Venus (2015) / Ocentric / Auto Stereographic,IAU:2015:29901.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,0.0,,
IAU,2005,29965.0,Venus (2015) / Ocentric / Auto Transverse Mercator,IAU:2015:29901.0,Transverse_Mercator,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,0.9996,Latitude_Of_Origin,0.0,,
IAU,2005,29967.0,Venus (2015) / Ocentric / Auto Orthographic,IAU:2015:29901.0,Orthographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Latitude_Of_Origin,90.0,,,,
IAU,2005,29969.0,Venus (2015) / Ocentric / Auto Equidistant_Cylindrical,IAU:2015:29901.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,29971.0,Venus (2015) / Ocentric / Auto Lambert_Conformal_Conic,IAU:2015:29901.0,Lambert_Conformal_Conic_2SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Standard_Parallel_1,-20.0,Standard_Parallel_2,20.0,latitude_Of_Origin,0.0
IAU,2005,29973.0,Venus (2015) / Ocentric / Auto Lambert_Azimuthal_Equal_Area,IAU:2015:29901.0,Lambert_Azimuthal_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Latitude_Of_Center,90.0,,,,
IAU,2005,29975.0,Venus (2015) / Ocentric / Auto Mercator,IAU:2015:29901.0,Mercator_1SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,,,,
IAU,2005,29977.0,Venus (2015) / Ocentric / Auto Albers,IAU:2015:29901.0,Albers_Conic_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Standard_Parallel_1,60.0,Standard_Parallel_2,20.0,Latitude_Of_Center,40.0
IAU,2005,29981.0,Venus (2015) / Ocentric / Auto Mollweide,IAU:2015:29901.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,29983.0,Venus (2015) / Ocentric / Auto Robinson,IAU:2015:29901.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,30111.0,"Moon (2015) / Ocentric / Equirectangular, clon=0",IAU:2015:30101.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,0,latitude_Of_Origin,0.0,,,,
IAU,2005,30113.0,"Moon (2015) / Ocentric / Equirectangular, clon=180",IAU:2015:30101.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,30115.0,"Moon (2015) / Ocentric / Sinusoidal, clon=0",IAU:2015:30101.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,30117.0,"Moon (2015) / Ocentric / Sinusoidal, clon=180",IAU:2015:30101.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,30119.0,"Moon (2015) / Ocentric / North Polar, clon=0",IAU:2015:30101.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,90.0,,
IAU,2005,30121.0,"Moon (2015) / Ocentric / North Polar, clon=0",IAU:2015:30101.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,-90.0,,
IAU,2005,30123.0,"Moon (2015) / Ocentric / Mollweide, clon=0",IAU:2015:30101.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,30125.0,"Moon (2015) / Ocentric / Mollweide, clon=180",IAU:2015:30101.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,180,,,,,,
IAU,2005,30127.0,"Moon (2015) / Ocentric / Robinson, clon=0",IAU:2015:30101.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,30129.0,"Moon (2015) / Ocentric / Robinson, clon=180",IAU:2015:30101.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,30161.0,Moon (2015) / Ocentric / Auto Sinusoidal,IAU:2015:30101.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,30163.0,Moon (2015) / Ocentric / Auto Stereographic,IAU:2015:30101.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,0.0,,
IAU,2005,30165.0,Moon (2015) / Ocentric / Auto Transverse Mercator,IAU:2015:30101.0,Transverse_Mercator,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,0.9996,Latitude_Of_Origin,0.0,,
IAU,2005,30167.0,Moon (2015) / Ocentric / Auto Orthographic,IAU:2015:30101.0,Orthographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Latitude_Of_Origin,90.0,,,,
IAU,2005,30169.0,Moon (2015) / Ocentric / Auto Equidistant_Cylindrical,IAU:2015:30101.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,30171.0,Moon (2015) / Ocentric / Auto Lambert_Conformal_Conic,IAU:2015:30101.0,Lambert_Conformal_Conic_2SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Standard_Parallel_1,-20.0,Standard_Parallel_2,20.0,latitude_Of_Origin,0.0
IAU,2005,30173.0,Moon (2015) / Ocentric / Auto Lambert_Azimuthal_Equal_Area,IAU:2015:30101.0,Lambert_Azimuthal_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Latitude_Of_Center,90.0,,,,
IAU,2005,30175.0,Moon (2015) / Ocentric / Auto Mercator,IAU:2015:30101.0,Mercator_1SP,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,,,,
IAU,2005,30177.0,Moon (2015) / Ocentric / Auto Albers,IAU:2015:30101.0,Albers_Conic_Equal_Area,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,Standard_Parallel_1,60.0,Standard_Parallel_2,20.0,Latitude_Of_Center,40.0
IAU,2005,30181.0,Moon (2015) / Ocentric / Auto Mollweide,IAU:2015:30101.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,30183.0,Moon (2015) / Ocentric / Auto Robinson,IAU:2015:30101.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,39910.0,"Earth (2015) / Ographic / Equirectangular, clon=0",IAU:2015:39900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,0,latitude_Of_Origin,0.0,,,,
IAU,2005,39912.0,"Earth (2015) / Ographic / Equirectangular, clon=180",IAU:2015:39900.0,Equirectangular,False_Easting,0,False_Northing,0,Central_Meridian,180,latitude_Of_Origin,0.0,,,,
IAU,2005,39914.0,"Earth (2015) / Ographic / Sinusoidal, clon=0",IAU:2015:39900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
IAU,2005,39916.0,"Earth (2015) / Ographic / Sinusoidal, clon=180",IAU:2015:39900.0,Sinusoidal,False_Easting,0,False_Northing,0,Longitude_Of_Center,180,,,,,,
IAU,2005,39918.0,"Earth (2015) / Ographic / North Polar, clon=0",IAU:2015:39900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,90.0,,
IAU,2005,39920.0,"Earth (2015) / Ographic / North Polar, clon=0",IAU:2015:39900.0,Stereographic,False_Easting,0,False_Northing,0,Central_Meridian,0,Scale_Factor,1.0,Latitude_Of_Origin,-90.0,,
IAU,2005,39922.0,"Earth (2015) / Ographic / Mollweide, clon=0",IAU:2015:39900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,0,,,,,,
IAU,2005,39924.0,"Earth (2015) / Ographic / Mollweide, clon=180",IAU:2015:39900.0,Mollweide,False_Easting,0,False_Northing,0,Central_Meridian,180,,,,,,
IAU,2005,39926.0,"Earth (2015) / Ographic / Robinson, clon=0",IAU:2015:39900.0,Robinson,False_Easting,0,False_Northing,0,Longitude_Of_Center,0,,,,,,
